1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
32837,Main Hand,Weapon,Sword,Warglaive of Azzinoth,156,70,Legendary,https://tbc.wowhead.com/item=32837,"Rogue, Warrior",351.3013,1032.872,1919.9,1102.26,5.8,0,120.6,190.12,0,0,553.11991,994.45073,0,0,0.551,1.943,245.11,251.1526,0,0,909.5032,0,29,NULL,22,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,109.3,214,398,2.8,Black Temple,Illidan Stormrage,3,NA,29.9,337.0213,1010.801,1906.46,1051.02,5.8,0,89.1,158.62,0,0,521.61991,931.97153,0,0,0.551,1.943,243.01,244.8526,0,0,874.1392,0,15.62,NULL,NULL
32944,Main Hand,Weapon,Fist,Talon of the Phoenix,134,70,Epic,https://tbc.wowhead.com/item=32944,NA,282.2375,919.814,1645.42,975.04,0,0,103.95,105.85,0,0,467.21455,768.48495,0,0,0,0,190.82,224.7718,0,0,810.387,0,NULL,NULL,NULL,NULL,NULL,52,NULL,NULL,NULL,19,NULL,NULL,NULL,15,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,96.5,182,339,2.7,Tempest Keep,Al'ar,2,NA,-12.76,272.0375,904.049,1635.82,938.44,0,0,81.45,83.35,0,0,444.71455,723.85695,0,0,0,0,189.32,220.2718,0,0,785.127,0,-22.96,NULL,NULL
32946,Main Hand,Weapon,Fist,Claw of Molten Fury,141,70,Epic,https://tbc.wowhead.com/item=32946,NA,302.6482,932.611,1559.21,964.8,5.6,0,79,142.2,0,0,442.53774,855.55702,0,0,0.532,1.876,223.86,223.6554,0,0,798.7808,0,28,NULL,20,NULL,NULL,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,100.2,216,325,2.7,Hyjal Summit,Trash,3,NA,-42.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32963,Main Hand,Weapon,Mace,Merciless Gladiator's Gavel,136,70,Epic,https://tbc.wowhead.com/item=32963,NA,132.7013,371.7,531.1,378.4,32.904,237.654,0,0,5.4,249.84,137.88831,351.31813,139.893,304.29,233.871,299.445,262.07,109.42,9,235.32,422.0602,9.36,27,18,NULL,NULL,NULL,NULL,NULL,225,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,19,113,1.6,Season 2,PvP,2,NA,-124.36,132.7013,371.355,531.1,378.4,32.904,226.116,0,0,5.4,231.84,137.88831,351.31813,136.233,281.79,212.121,276.345,262.07,109.42,9,230.22,407.7652,9.36,-124.36,NULL,NULL
32964,Main Hand,Weapon,Mace,Merciless Gladiator's Salvation,136,70,Epic,https://tbc.wowhead.com/item=32964,NA,136.3563,371.7,531.1,378.4,461.288,1.302,0,0,429.3,7.98,137.88831,363.04973,12.726,11.13,6.49,12.094,108.47,82.6,433.5,6.09,303.6502,433.92,31,21,NULL,NULL,NULL,NULL,NULL,NULL,423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,19,113,1.6,Season 2,PvP,2,NA,-124.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33283,Main Hand,Weapon,Mace,Amani Punisher,132,70,Epic,https://tbc.wowhead.com/item=33283,NA,135.8163,371.7,526.4,378.4,38.088,233.686,0,0,6.3,248.98,137.88831,360.11683,138.475,303.7,234.677,299.321,259.47,108.4664,10.5,229.89,423.3982,10.92,30,21,NULL,NULL,NULL,NULL,NULL,217,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,20,112,1.6,Zul'Aman,Akil'zon,4,NA,-124.36,135.8163,371.24,526.4,378.4,38.088,218.302,0,0,6.3,224.98,137.88831,360.11683,133.595,273.7,205.677,268.521,259.47,108.4664,10.5,223.09,404.3382,10.92,-124.36,NULL,NULL
33354,Main Hand,Weapon,Dagger,Wub's Cursed Hexblade,132,70,Epic,https://tbc.wowhead.com/item=33354,NA,105.2451,369.9,592.2,382.8,67.01,231.8916,0,0,9.3,256.06,137.22057,270.81201,145.251,312.12,238.093,303.791,232.09,108.0664,25.6,243.89,419.9464,34.52,NULL,21,NULL,NULL,NULL,NULL,NULL,217,NULL,NULL,20,NULL,NULL,NULL,13,NULL,6,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.1,22,126,1.8,Zul'Aman,Jan'alai,4,NA,-154.92,105.2451,369.601,592.2,382.8,67.01,221.892,0,0,9.3,240.46,137.22057,270.81201,142.079,292.62,219.243,283.771,232.09,108.0664,25.6,239.47,407.5574,34.52,-154.92,NULL,NULL
33467,Main Hand,Weapon,Sword,Blade of Twisted Visions,138,70,Epic,https://tbc.wowhead.com/item=33467,NA,138.6114,372.6,601.6,385.2,62.733,251.302,0,0,6.3,253.78,138.22218,369.57444,161.741,311.95,240.543,311.97,270.76,110.0968,44.1,260.29,410.6366,52.5,33,21,NULL,NULL,NULL,NULL,NULL,229,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.4,21,128,1.8,Zul'Aman,Zul'jin,4,NA,-154.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33468,Main Hand,Weapon,Mace,Dark Blessing,138,70,Epic,https://tbc.wowhead.com/item=33468,NA,105.3563,371.7,634.5,387.4,494.382,31.178,0,0,436.7,31.22,137.88831,272.12983,42.174,43.97,39.329,50.583,80.37,82.6,488.5,41.51,303.4602,500.28,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,431,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,22,135,1.9,Zul'Aman,Zul'jin,4,NA,-169.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33495,Main Hand,Weapon,Fist,Rage,132,70,Epic,https://tbc.wowhead.com/item=33495,NA,291.2786,895.9,1556.36,934.28,18.712,12,75.2,142.57,22,12,454.98972,816.99086,6.684,14.52,13.1,15.998,216.59,218.0384,22,9.68,761.2994,19.85,18,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,Yellow,NA,NA,NULL,95.6,174,323,2.6,Zul'Aman,NA,4,NA,-30.8400000000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33687,Main Hand,Weapon,Mace,Vengeful Gladiator's Gavel,146,70,Epic,https://tbc.wowhead.com/item=33687,NA,135.7473,371.7,545.2,378.4,36.56,261.3164,0,0,6,275,137.88831,360.11683,153.847,334.97,257.586,329.684,280.37,112.0424,10,258.58,434.3642,10.4,30,20,NULL,NULL,NULL,NULL,NULL,247,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,16,116,1.6,Season 3,PvP,3,NA,-124.36,135.7473,371.309,545.2,378.4,36.56,248.24,0,0,6,254.6,137.88831,360.11683,149.699,309.47,232.936,303.504,280.37,112.0424,10,252.8,418.1632,10.4,-124.36,NULL,NULL
33737,Main Hand,Weapon,Fist,Vengeful Gladiator's Right Ripper,146,70,Epic,https://tbc.wowhead.com/item=33737,NA,323.6051,976.982,1692.505,1009.94,6,0,93.25,97.8,0,0,476.61997,879.58971,0,0,0.57,2.01,228.88,235.153,0,0,844.8664,0,30,NULL,NULL,NULL,NULL,34,49,NULL,NULL,21,NULL,NULL,NULL,8,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,103.1,187,349,2.6,Season 3,PvP,3,NA,5.81999999999995,318.1651,968.574,1687.385,990.42,6,0,81.25,85.8,0,0,464.61997,855.78811,0,0,0.57,2.01,228.08,232.753,0,0,831.3944,0,0.37999999999995,NULL,NULL
33743,Main Hand,Weapon,Mace,Vengeful Gladiator's Salvation,146,70,Epic,https://tbc.wowhead.com/item=33743,NA,140.3563,371.7,545.2,378.4,506.144,1.426,0,0,470.9,8.74,137.88831,374.78133,13.938,12.19,7.128,13.316,112.27,82.6,475.5,6.67,303.8402,475.96,35,23,NULL,NULL,NULL,NULL,NULL,NULL,464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,16,116,1.6,Season 3,PvP,3,NA,-124.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33763,Main Hand,Weapon,Dagger,Vengeful Gladiator's Spellblade,146,70,Epic,https://tbc.wowhead.com/item=33763,NA,135.7473,371.7,545.2,378.4,36.56,261.3164,0,0,6,275,137.88831,360.11683,153.847,334.97,257.586,329.684,280.37,112.0424,10,258.58,434.3642,10.4,30,20,NULL,NULL,NULL,NULL,NULL,247,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,16,116,1.6,Season 3,PvP,3,NA,-124.36,135.7473,371.309,545.2,378.4,36.56,248.24,0,0,6,254.6,137.88831,360.11683,149.699,309.47,232.936,303.504,280.37,112.0424,10,252.8,418.1632,10.4,-124.36,NULL,NULL
34009,Main Hand,Weapon,Mace,Hammer of Judgement,141,70,Epic,https://tbc.wowhead.com/item=34009,NA,139.1174,372.6,606.3,385.2,40.216,254.2864,0,0,6.6,270.76,138.22218,369.57444,150.152,330.22,255.357,325.537,275.76,110.9312,11,249.86,434.9456,11.44,33,22,NULL,NULL,NULL,NULL,NULL,236,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.4,20,129,1.8,Hyjal Summit,Trash,3,NA,-154.08,139.1174,372.094,606.3,385.2,40.216,237.364,0,0,6.6,244.36,138.22218,369.57444,144.784,297.22,223.457,291.657,275.76,110.9312,11,242.38,413.9796,11.44,-154.08,NULL,NULL
34176,Main Hand,Weapon,Mace,Reign of Misery,154,70,Epic,https://tbc.wowhead.com/item=34176,NA,130.1216,374.4,559.3,380.8,77.35,297.55,0,0,7.5,299.5,138.88992,344.49616,193.972,369.01,285.659,369.465,289.34,114.9072,60.5,309.25,429.6454,72.4,24,25,NULL,NULL,NULL,NULL,NULL,266,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.6,14,119,1.6,Sunwell Plateau,Brutallus,5,NA,-123.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34199,Main Hand,Weapon,Mace,Archon's Gavel,154,70,Epic,https://tbc.wowhead.com/item=34199,NA,141.6114,382.6,635.3,409.6,585.34,13.55,15.05,33.85,534.5,27.3,173.22218,376.19984,23.274,27.77,22.899,31.725,113.56,90.187,542,20.55,322.3606,550,24,25,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NA,NULL,NULL,NULL,NA,NULL,Red,NA,NA,NULL,41.4,16,133,1.8,Sunwell Plateau,Twins,5,NA,-129.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34331,Main Hand,Weapon,Fist,Hand of the Deceiver,164,70,Epic,https://tbc.wowhead.com/item=34331,NA,374.0444,1109.619,1764.47,1162.64,35.824,24,140.9,156.44,44,24,598.06728,1017.44724,13.368,29.04,26.048,31.46,267.4,274.3682,44,19.36,971.4296,39.7,28,NULL,NULL,NULL,NULL,54,196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,Yellow,Yellow,NA,NULL,114.4,238,357,2.6,Sunwell Plateau,Kil'jaeden,5,NA,99.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34335,Main Hand,Weapon,Mace,Hammer of Sanctification,164,70,Epic,https://tbc.wowhead.com/item=34335,NA,137.3767,385.3,654.1,412,658.064,36.55,15.05,11.83,584,45.12,174.22379,368.89977,46.636,53.76,46.855,62.274,109.63,90.787,628.05,41.02,317.9518,635.04,19,25,NULL,NULL,NULL,NULL,NULL,NULL,550,NULL,NULL,NULL,23,NULL,NULL,NULL,9,NA,NULL,NULL,NULL,NA,NULL,Blue,NA,NA,NULL,41.7,13,137,1.8,Sunwell Plateau,Kil'jaeden,5,NA,-128.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34336,Main Hand,Weapon,Dagger,Sunflare,164,70,Epic,https://tbc.wowhead.com/item=34336,NA,123.5267,375.3,643.9,387.6,89.215,321.625,0,0,6,336,139.22379,324.62477,209.7,418.29,318.868,410.485,300.93,118.2064,62.7,348.8,448.9848,77.84,17,20,NULL,NULL,NULL,NULL,NULL,292,NULL,NULL,30,NULL,23,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.7,13,137,1.8,Sunwell Plateau,Kil'jaeden,5,NA,-153.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34604,Main Hand,Weapon,Dagger,Jaded Crystal Dagger,115,70,Epic,https://tbc.wowhead.com/item=34604,NA,127.6114,372.6,573.4,385.2,54.042,204.178,0,0,5.7,206.62,138.22218,337.31254,132.955,254.26,195.981,254.119,229.86,104.852,38.3,212.11,390.0306,45.52,22,19,NULL,NULL,NULL,NULL,NULL,185,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.4,27,122,1.8,Magisters' Terrace,Selin Fireheart,5,NA,-154.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34611,Main Hand,Weapon,Mace,Cudgel of Consecration,125,70,Epic,https://tbc.wowhead.com/item=34611,NA,132.2601,379.9,625.9,410.2,49.826,230.0856,15.05,11.83,28,244.2,172.22057,353.21471,136.267,297.75,229.375,292.395,246.49,113.7846,32,219.92,424.4404,23.4,15,20,NULL,NULL,NULL,NULL,NULL,203,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,Blue,NA,NA,NULL,41.1,25,131,1.9,Magisters' Terrace,Kael'thas Sunstrider,5,NA,-145.52,132.2601,379.486,625.9,410.2,49.826,216.24,15.05,11.83,28,222.6,172.22057,353.21471,131.875,270.75,203.275,264.675,246.49,113.7846,32,213.8,407.2864,23.4,-145.52,NULL,NULL
34667,Main Hand,Weapon,Sword,Archmage's Guile,115,70,Rare,https://tbc.wowhead.com/item=34667,NA,117.4563,371.7,681.5,399.4,38.488,134.272,0,0,3.3,146.18,137.88831,307.32463,86.696,182.05,135.199,174.931,181.37,98.096,16.1,148.79,367.7002,20.32,12,11,NULL,NULL,NULL,NULL,NULL,130,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,45,145,2.3,Eldara Dawnrunner,NA,5,NA,-229.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34670,Main Hand,Weapon,Mace,Seeker's Gavel,115,70,Rare,https://tbc.wowhead.com/item=34670,NA,135.6093,371.7,681.5,399.4,18.224,138.9572,0,0,2.4,146.24,137.88831,360.11683,79.942,178.04,138.108,176.426,197.27,98.096,4,136.06,373.2182,4.16,30,8,NULL,NULL,NULL,NULL,NULL,130,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,45,145,2.3,Shattered Sun Offensive,Revered,5,NA,-229.36,135.6093,371.447,681.5,399.4,18.224,130.496,0,0,2.4,133.04,137.88831,360.11683,77.258,161.54,122.158,159.486,197.27,98.096,4,132.32,362.7352,4.16,-229.36,NULL,NULL
34671,Main Hand,Weapon,Mace,K'iru's Presage,115,70,Rare,https://tbc.wowhead.com/item=34671,NA,121.3563,371.7,681.5,399.4,281.242,1.686,0,0,237.3,11.14,137.88831,319.05623,10.766,6.89,5.553,9.313,94.17,82.6,239,4.55,303.2982,243.76,16,13,NULL,NULL,8,NULL,NULL,NULL,228,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,45,145,2.3,Eldara Dawnrunner,NA,5,NA,-229.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34790,Main Hand,Weapon,Mace,Battle-mace of the High Priestess,115,70,Rare,https://tbc.wowhead.com/item=34790,NA,126.3563,381.7,691.7,423.8,283.109,27.806,15.05,33.85,253.9,28.94,172.88831,331.54743,29.892,38.36,33.577,42.356,98.67,89.987,280.5,33.77,320.4902,286.46,9,13,NULL,NULL,NULL,NULL,NULL,NULL,228,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,Red,NA,NA,NULL,41.3,45,145,2.3,Magisters' Terrace,Priestess Delrissa,5,NA,-204.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34893,Main Hand,Weapon,Fist,Vanir's Right Fist of Brutality,146,70,Epic,https://tbc.wowhead.com/item=34893,NA,295.483,973.909,1635.25,1041.92,0,0,125.275,206.355,0,0,496.9461,841.8215,0,0,0,0,209.44,249.1544,0,0,868.294,0,NULL,NULL,23,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,103,180,335,2.5,NA,NA,5,NA,56.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34895,Main Hand,Weapon,Dagger,Scryer's Blade of Focus,146,70,Epic,https://tbc.wowhead.com/item=34895,NA,147.6114,372.6,611,385.2,51.184,248.736,0,0,8.4,257.64,138.22218,395.97054,154.547,313.71,235.412,308.124,292.16,112.2424,14,255.12,419.6536,14.56,42,28,NULL,NULL,NULL,NULL,NULL,247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.4,19,130,1.8,Badge of Justice,NA,5,NA,-154.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34896,Main Hand,Weapon,Mace,Gavel of Naaru Blessings,146,70,Epic,https://tbc.wowhead.com/item=34896,NA,147.3563,371.7,545.2,378.4,515.184,1.736,0,0,472.4,10.64,137.88831,395.31163,16.968,14.84,8.666,16.17,119.07,82.6,478,8.12,304.3152,478.56,42,28,NULL,NULL,NULL,NULL,NULL,NULL,464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,41.3,16,116,1.6,Badge of Justice,NA,5,NA,-124.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35014,Main Hand,Weapon,Mace,Brutal Gladiator's Gavel,154,70,Epic,https://tbc.wowhead.com/item=35014,NA,133.1811,351.9,540.5,360.8,38.688,281.9168,0,0,6.3,296.78,130.54317,354.41951,165.524,361.49,278.266,355.9,292.29,109.9072,10.5,278.55,429.1124,10.92,33,21,NULL,NULL,NULL,NULL,NULL,266,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,39.1,10,115,1.6,Season 4,PvP,5,NA,-130.52,133.1811,351.463,540.5,360.8,38.688,267.302,0,0,6.3,273.98,130.54317,354.41951,160.888,332.99,250.716,326.64,292.29,109.9072,10.5,272.09,411.0054,10.92,-130.52,NULL,NULL
35076,Main Hand,Weapon,Fist,Brutal Gladiator's Right Ripper,154,70,Epic,https://tbc.wowhead.com/item=35076,NA,339.2359,1023.6,1771.145,1056.54,6.2,0,100.3,104.95,0,0,502.21573,923.02069,0,0,0.589,2.077,239.39,246.874,0,0,887.0986,0,31,NULL,NULL,NULL,NULL,38,49,NULL,NULL,22,NULL,NULL,NULL,9,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,107.9,196,365,2.6,Season 4,PvP,5,NA,27.46,333.1159,1014.141,1765.385,1034.58,6.2,0,86.8,91.45,0,0,488.71573,896.24389,0,0,0.589,2.077,238.49,244.174,0,0,871.9426,0,21.34,NULL,NULL
35082,Main Hand,Weapon,Mace,Brutal Gladiator's Salvation,154,70,Epic,https://tbc.wowhead.com/item=35082,NA,137.7441,351.9,540.5,360.8,545.8,1.55,0,0,507.5,9.5,130.54317,369.08401,15.15,13.25,7.747,14.471,110.99,78.2,512.5,7.25,287.9614,513,38,25,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,39.1,10,115,1.6,Season 4,PvP,5,NA,-130.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35102,Main Hand,Weapon,Dagger,Brutal Gladiator's Spellblade,154,70,Epic,https://tbc.wowhead.com/item=35102,NA,133.1811,351.9,540.5,360.8,38.688,281.9168,0,0,6.3,296.78,130.54317,354.41951,165.524,361.49,278.266,355.9,292.29,109.9072,10.5,278.55,429.1124,10.92,33,21,NULL,NULL,NULL,NULL,NULL,266,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,39.1,10,115,1.6,Season 4,PvP,5,NA,-130.52,133.1811,351.463,540.5,360.8,38.688,267.302,0,0,6.3,273.98,130.54317,354.41951,160.888,332.99,250.716,326.64,292.29,109.9072,10.5,272.09,411.0054,10.92,-130.52,NULL,NULL
35110,Main Hand,Weapon,Axe,Brutal Gladiator's Waraxe,154,70,Epic,https://tbc.wowhead.com/item=35110,Hunter,338.4259,1022.311,1769.38,1054.64,6.2,0,99.1,103.2,0,0,498.18573,921.13519,0,0,0.589,2.077,239.33,246.3846,0,0,886.2516,0,31,NULL,NULL,NULL,NULL,42,42,NULL,NULL,20,NULL,NULL,NULL,9,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,107.9,196,365,2.6,Season 4,PvP,5,NA,25.56,332.3059,1012.852,1763.62,1032.68,6.2,0,85.6,89.7,0,0,484.68573,894.35839,0,0,0.589,2.077,238.43,243.6846,0,0,871.0956,0,19.44,NULL,NULL
38175,Main Hand,Weapon,Sword,The Horseman's Blade,115,70,Epic,https://tbc.wowhead.com/item=38175,NA,256.8876,818.785,1478.43,858.74,3.2,0,74.7,118.94,0,0,387.47012,722.77716,0,0,0.304,1.072,187.8,197.4016,0,0,706.0744,0,16,NULL,14,NULL,NULL,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,87.6,165,308,2.7,Scarlet Monestery,Headless Horseman,2,NA,-82.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23242,Off Hand,Weapon,Fist,Claw of the Frost Wyrm,88,60,Epic,https://tbc.wowhead.com/item=23242,NA,208.2907,664.98,678.68,667.64,1.6,0,36.7,38.1,0,0,304.56479,552.18647,0,0,0.152,0.536,146.53,154.7972,0,0,561.3828,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,10,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,71.7,75,140,1.5,Naxxramas,Sapphiron,1,NA,24.8,201.4907,654.47,672.28,643.24,1.6,0,21.7,23.1,0,0,289.56479,522.43447,0,0,0.152,0.536,145.53,151.7972,0,0,544.5428,0,18,357.67,351.27
27747,Off Hand,Weapon,Fist,Boggspine Knuckles,115,70,Rare,https://tbc.wowhead.com/item=27747,NA,214.8427,667.48,1164.69,721.59,2,0,57.25,104.65,0,0,337.08479,600.90067,0,0,0.19,0.67,151.43,158.4935,0,0,573.9108,0,10,NULL,15,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,71.7,130,243,2.6,Underbog,Hungarfen,1,NA,-119.25,207.3627,655.919,1157.65,694.75,2,0,40.75,88.15,0,0,320.58479,568.17347,0,0,0.19,0.67,150.33,155.1935,0,0,555.3868,0,-126.73,359.58,352.54
