1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
34433,Bracers,Armor,Plate,Lightbringer Wristguards,154,70,Epic,https://tbc.wowhead.com/item=34433,Paladin,75.71,8,7.9,19.36,13.95,34,8.448,9.34,5.72,34,24.1465,137.175425,33.388,41.14,34,34,142.4,12.22,14.4,30,8,13,49,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,20,NULL,15,Blue,NA,NA,841,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34434,Bracers,Armor,Cloth,Bracers of Absolution,154,70,Epic,https://tbc.wowhead.com/item=34434,Priest,22.13,8,7.9,19.36,34.14,71.186,8.448,9.34,26.82,81.08,24.1465,32.773225,94.525,92.87,75.03,79.34,59.55,18.9276,63.3,76.34,16,87.56,18,23,NULL,NULL,16,NULL,NULL,39,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,Red,NA,NA,113,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34435,Bracers,Armor,Cloth,Cuffs of Absolution,154,70,Epic,https://tbc.wowhead.com/item=34435,Priest,22.83,8,7.9,19.36,45.95,31.2565,8.448,9.34,41.9,45.96,24.1465,33.413375,60.487,54.82,37.01,43.37,33.05,8.3128,121.35,42.07,16,152.37,19,22,NULL,NULL,20,NULL,NULL,NULL,73,NULL,15,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,NA,NA,113,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34436,Bracers,Armor,Cloth,Bracers of the Malefic,154,70,Epic,https://tbc.wowhead.com/item=34436,Warlock,22.13,8,7.9,19.36,20.33,73.595,8.448,9.34,14.42,83.96,24.1465,31.592925,90.77,110.498,80.69,87.84,59.45,18.0624,66.5,89.3,15.88,86.72,18,22,NULL,NULL,NULL,NULL,NULL,39,NULL,NULL,18,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow,NA,NA,113,NA,NA,NA,NA,NA,Theremis,5,NA,NA
34437,Bracers,Armor,Mail,Skyshatter Bands,154,70,Epic,https://tbc.wowhead.com/item=34437,Shaman,23.61,8,7.9,19.36,20.65,65.452,8.448,9.34,13.72,82.34,24.1465,65.624625,90.733,109.188,74,82.5,74.75,18.2108,70.1,83.88,15.88,71.34,15,23,NULL,NULL,NULL,NULL,NULL,39,NULL,NULL,28,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow,NA,NA,471,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
29785,Bracers,Armor,Mail,Crimson Mail Bracers,111,0,Uncommon,https://tbc.wowhead.com/item=29785,NA,16.41,11.817,9.23,26,15.36,0.806,13.442,8.138,8.9,7.84,26,43.229375,14.899,6.89,2.53,3.58,31.61,7.8702,24.3,2.34,26,16.76,18,13,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,251,NA,NA,NA,NA,NA,Building a Perimeter,0,NA,NA
29811,Bracers,Armor,Mail,Goldenlink Bracers,111,0,Uncommon,https://tbc.wowhead.com/item=29811,NA,6.01,31.991,26.13,65.04,13.24,0.744,32.446,22.358,10.6,8.62,68.1184,42.337475,15.322,6.36,2.86,4.02,18.43,21.9406,27.2,2.16,69.52,20.24,NULL,12,NULL,NULL,NULL,38,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,251,NA,NA,NA,NA,NA,Securing the Celestial Ridge,0,NA,NA
29955,Bracers,Armor,Leather,Mana Infused Wristguards,108,0,Uncommon,https://tbc.wowhead.com/item=29955,NA,9.49,0,0,0,10.83,26.266,0,0,5.55,30.42,0,18.628125,36.244,34.49,26.58,26.98,34.55,6.9752,9.5,26.44,0,4.16,12,8,NULL,NULL,7,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,109,NA,NA,NA,NA,NA,A Fate Worse Than Death,0,NA,NA
30225,Bracers,Armor,Plate,Junior Technician 3rd Grade Bracers,108,0,Uncommon,https://tbc.wowhead.com/item=30225,NA,32.635,14.25,11.85,47.66,4.8,0,18.557,20.34,0,0,62.3943,75.309,0,0,0,0,51.9,20.777,0,0,32.14,0,24,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NA,NA,NA,436,NA,NA,NA,NA,NA,You're Hired!,0,NA,NA
30265,Bracers,Armor,Cloth,Zaxxis Bracers,111,0,Uncommon,https://tbc.wowhead.com/item=30265,NA,11.1,0,0,0,13.69,13.61,0,0,7.05,18.86,0,15.62775,26.564,19.82,14,14.5,25.9,3.3752,11.9,13.8,0,5.2,15,10,NULL,NULL,9,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,60,NA,NA,NA,NA,NA,Warp-Raider Nesaad,0,NA,NA
30274,Bracers,Armor,Mail,Papa's Armbands,108,0,Uncommon,https://tbc.wowhead.com/item=30274,NA,11.64,7.272,5.68,16,9.56,9.496,8.272,5.008,5.4,13.78,16,36.1855,17.956,15.13,10.54,11.18,31.06,7.3416,14.8,10.44,16,10.16,12,8,NULL,NULL,NULL,16,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,244,NA,NA,NA,NA,NA,Pick Your Part,0,NA,NA
30332,Bracers,Armor,Leather,Ferocious Bands,114,0,Uncommon,https://tbc.wowhead.com/item=30332,NA,21.425,32.955,26.68,73.75,3,0,23.11,24.01,0,0,110.8135,47.789625,0,0,0,0,25.134,34.2792,0,0,71.5,0,15,NULL,15,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,0,NA,NA
30352,Bracers,Armor,Plate,Demolisher's Bracers,114,0,Uncommon,https://tbc.wowhead.com/item=30352,NA,26.965,35.72,29.13,69.74,4.2,0,20.651,22.156,0,0,96.1455,80.8948,0,0,0,0,45.586,36.384,0,0,73,0,21,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,459,NA,NA,NA,NA,NA,NA,0,NA,NA
30382,Bracers,Armor,Cloth,Aldor Ceremonial Wraps,114,0,Uncommon,https://tbc.wowhead.com/item=30382,NA,0.61,0,0,0,15.21,25.298,0,0,10.05,32.74,0,6.125925,43.538,35.25,25.84,26.54,20.55,6.4464,16.7,25.52,0,7.28,NULL,14,NULL,NULL,13,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,61,NA,NA,NA,NA,NA,Aldor No More,0,NA,NA
30384,Bracers,Armor,Leather,Brightdawn Bracers,108,0,Uncommon,https://tbc.wowhead.com/item=30384,NA,19.325,25.163,20.32,64.21,3.6,0,32.34,23.41,0,0,75.2379,42.201175,0,0,0,0,27.71,19.0808,0,0,58.62,0,18,NULL,13,NULL,NULL,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,109,NA,NA,NA,NA,NA,Information Gathering,0,NA,NA
30399,Bracers,Armor,Leather,Nightstalker's Wristguards,111,0,Uncommon,https://tbc.wowhead.com/item=30399,NA,10.135,33.333,26.82,89.28,0,0,40.929,33.354,0,0,104.5743,36.326325,0,0,0,0,12.62,32.0472,0,0,74.94,0,NULL,NULL,12,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,112,NA,NA,NA,NA,NA,Down With Daellis,0,NA,NA
30400,Bracers,Armor,Plate,Thadell's Bracers,111,0,Uncommon,https://tbc.wowhead.com/item=30400,NA,22.78,0,0,0,10.44,16.744,0,0,3.6,20.56,0,60.228825,26.428,25.72,17.32,17.92,57.3,4.4944,13.2,18.16,0,6.24,21,12,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NA,NA,NA,448,NA,NA,NA,NA,NA,When the Cows Come Home,0,NA,NA
30402,Bracers,Armor,Plate,Field Agent's Bracers,108,0,Uncommon,https://tbc.wowhead.com/item=30402,NA,20.02,26.416,21.02,40.46,3.2,0,8.448,7.472,0,0,71.7324,72.5286,0,0,0,0,39.104,20.356,0,0,55.92,0,16,NULL,8,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,436,NA,NA,NA,NA,NA,Retrieving the Goods,0,NA,NA
30520,Bracers,Armor,Cloth,Gold-Trimmed Cuffs,111,0,Uncommon,https://tbc.wowhead.com/item=30520,NA,13.2,0,0,0,8.28,25.558,0,0,2.7,28.42,0,17.5482,32.587,35.02,25.99,26.44,37.6,6.9796,9.9,26.62,0,4.68,18,9,NULL,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,60,NA,NA,NA,NA,NA,Success!,0,NA,NA
30927,Bracers,Armor,Cloth,Earthmender's Bracer of Shattering,114,0,Uncommon,https://tbc.wowhead.com/item=30927,NA,0.61,0,0,0,11.73,28.734,0,0,7.65,34.62,0,6.125925,43.08,39.03,29.22,29.82,23.15,7.548,14.1,29.16,0,6.24,NULL,12,NULL,NULL,9,NULL,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,0,NA,NA
30940,Bracers,Armor,Leather,Aged Leather Bindings,114,0,Uncommon,https://tbc.wowhead.com/item=30940,NA,5.15,36.58,30,73.8,0,0,36.68,25.6,0,0,77.648,31.087375,0,0,0,0,11.15,25.106,0,0,79.4,0,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,115,NA,NA,NA,NA,NA,Reclaiming Holy Grounds,0,NA,NA
30956,Bracers,Armor,Mail,Oronok's Old Bracers,114,0,Uncommon,https://tbc.wowhead.com/item=30956,NA,18.215,18.355,14.9,47.87,14.44,0.744,24.024,17.786,8.6,7.46,57.2013,51.132675,14.006,6.36,2.42,3.42,33.19,14.2564,23.2,2.16,43.14,16.24,16,12,11,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,257,NA,NA,NA,NA,NA,The Cipher of Damnation - The First Fragment Recovered,0,NA,NA
30966,Bracers,Armor,Plate,Singed Vambraces,111,0,Uncommon,https://tbc.wowhead.com/item=30966,NA,19.22,29.124,23.34,49.14,2.6,0,12.672,11.208,0,0,83.8056,75.11545,0,0,0,0,38.204,22.8984,0,0,62.88,0,13,NULL,12,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,448,NA,NA,NA,NA,NA,Capture the Weapons,0,NA,NA
31421,Bracers,Armor,Plate,Sentinel Armbands,102,0,Uncommon,https://tbc.wowhead.com/item=31421,NA,14.23,30.12,24.29,40.59,2,0,8.8,7.194,0,0,66.0264,64.4532,0,0,0,0,31.78,21.7413,0,0,61.67,0,10,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,413,NA,NA,NA,NA,NA,Protecting Our Own,0,NA,NA
31426,Bracers,Armor,Leather,Agile Mountain Bracers,102,0,Uncommon,https://tbc.wowhead.com/item=31426,NA,19.465,21.02,17.65,69.36,2.4,0,29.117,29.68,0,0,92.5773,40.347375,0,0,0,0,23.1,27.133,0,0,49.54,0,12,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,104,NA,NA,NA,NA,NA,The Bladespire Ogres,0,NA,NA
31431,Bracers,Armor,Mail,All-Weather Armguards,102,0,Uncommon,https://tbc.wowhead.com/item=31431,NA,2.31,0,0,0,3.66,24.9745,0,0,3,31.34,0,23.198175,30.775,38.236,28.17,30.39,27.65,6.5432,15.35,30.15,0,14.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,231,NA,NA,NA,NA,NA,Into the Draenethyst Mine,0,NA,NA
31452,Bracers,Armor,Cloth,Energized Wristwraps,105,0,Uncommon,https://tbc.wowhead.com/item=31452,NA,6.17,0,0,0,10.37,24.232,0,0,5.55,28.88,0,10.845425,35.659,33.66,24.71,25.26,27.25,6.4332,12.6,24.98,0,5.72,8,11,NULL,NULL,5,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,57,NA,NA,NA,NA,NA,Ride the Lightning,0,NA,NA
31479,Bracers,Armor,Mail,Rugged Mountain Bracers,102,0,Uncommon,https://tbc.wowhead.com/item=31479,NA,2.31,0,0,0,3.66,24.9745,0,0,3,31.34,0,23.198175,30.775,38.236,28.17,30.39,27.65,6.5432,15.35,30.15,0,14.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,231,NA,NA,NA,NA,NA,The Bloodmaul Ogres,0,NA,NA
31481,Bracers,Armor,Cloth,Thunderlord Armbands,102,0,Uncommon,https://tbc.wowhead.com/item=31481,NA,5.45,0,0,0,9.56,24.122,0,0,5.1,28.54,0,10.004425,35.009,33.66,24.61,25.16,26.25,6.4332,12.5,24.98,0,5.72,7,11,NULL,NULL,4,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,55,NA,NA,NA,NA,NA,Protecting Our Own,0,NA,NA
31516,Bracers,Armor,Mail,Bracers of the Weald,105,0,Uncommon,https://tbc.wowhead.com/item=31516,NA,5.48,28.399,23.61,55.8,4.16,0.496,27.374,19.966,2.4,3.04,59.648,38.93965,7.144,4.24,0.88,1.28,17.02,19.7322,8.8,1.44,61.4,4.16,NULL,8,NULL,NULL,NULL,22,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,238,NA,NA,NA,NA,NA,...and a Time for Action,0,NA,NA
31531,Bracers,Armor,Cloth,Wraithcloth Bindings,108,0,Uncommon,https://tbc.wowhead.com/item=31531,NA,0.58,0,0,0,10.87,26.706,0,0,7.35,31.78,0,5.82465,38.844,34.49,26.98,27.38,21.2,6.9752,9.9,26.44,0,4.16,NULL,8,NULL,NULL,11,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,58,NA,NA,NA,NA,NA,Whispers of the Raven God,0,NA,NA
31540,Bracers,Armor,Plate,Fairweather's Wristguards,105,0,Uncommon,https://tbc.wowhead.com/item=31540,NA,16.84,26.88,21.98,39.06,3.64,18.513,11.2,9.156,0,24.4,58.0776,66.15025,23.622,32.604,21.74,24.26,47.436,23.9842,11.9,25.1,55.58,11.06,14,NULL,NULL,14,NULL,NULL,NULL,16,NULL,14,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,424,NA,NA,NA,NA,NA,Crush the Bloodmaul Camp,0,NA,NA
31661,Bracers,Armor,Leather,Leesa'oh's Wristbands,96,0,Uncommon,https://tbc.wowhead.com/item=31661,NA,15.225,20.618,16.77,54.21,2.6,0,27.17,20.28,0,0,65.2379,35.496175,0,0,0,0,22.11,16.0758,0,0,48.62,0,13,NULL,13,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,99,NA,NA,NA,NA,NA,Stealing Back the Mushrooms,0,NA,NA
31714,Bracers,Armor,Plate,Nether Drake Wristguards,105,0,Uncommon,https://tbc.wowhead.com/item=31714,NA,15.74,30.12,24.29,40.59,2.4,0,8.8,7.194,0,0,66.0264,66.838175,0,0,0,0,34.13,21.7413,0,0,61.67,0,12,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,424,NA,NA,NA,NA,NA,Spirit Calling,0,NA,NA
31770,Bracers,Armor,Cloth,Marsh Bracers,96,0,Uncommon,https://tbc.wowhead.com/item=31770,NA,11.72,0,0,0,6.84,21.434,0,0,2.1,23.66,0,15.4645,26.873,29.12,21.77,22.12,32.4,5.8604,7.7,22.26,0,3.64,16,7,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,52,NA,NA,NA,NA,NA,Overlord Gorefist,0,NA,NA
31793,Bracers,Armor,Leather,Ruuan Weald Wristguards,108,0,Uncommon,https://tbc.wowhead.com/item=31793,NA,14.835,28.447,22.76,46.97,2.4,0,11.616,10.274,0,0,80.7873,39.605675,0,0,0,0,20.054,22.2628,0,0,61.14,0,12,NULL,11,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,109,NA,NA,NA,NA,NA,You're Fired!,0,NA,NA
34438,Bracers,Armor,Mail,Skyshatter Bracers,154,70,Epic,https://tbc.wowhead.com/item=34438,Shaman,23.61,8,7.9,19.36,43.47,21.426,8.448,9.34,43.7,32.92,24.1465,66.804925,43.853,35.51,25.94,30.28,47.45,8.1012,126.7,26.45,16,151.14,15,23,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,11,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,Red,NA,NA,471,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34439,Bracers,Armor,Mail,Skyshatter Wristguards,154,70,Epic,https://tbc.wowhead.com/item=34439,Shaman,44.585,92.37,79.82,175.21,15.83,10.054,38.407,40.728,10.82,15.46,237.6335,121.7719,24.019,19.9,10.87,13.48,56.918,89.3383,33.1,12.29,197,19.92,16,17,NULL,32,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,17,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow,NA,NA,471,NA,NA,NA,NA,NA,Theremis,5,NA,NA
34441,Bracers,Armor,Plate,Onslaught Bracers,154,70,Epic,https://tbc.wowhead.com/item=34441,Warrior,32.61,100.48,83.465,184.72,3.42,9,67.32,70.16,5.72,9,262.4493,144.796175,8.838,10.89,9,10.76,57.042,85.0206,14.4,9,193.34,18,NULL,NULL,NULL,33,NULL,NULL,140,NULL,NULL,30,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,NA,NA,841,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34442,Bracers,Armor,Plate,Onslaught Wristguards,154,70,Epic,https://tbc.wowhead.com/item=34442,Warrior,83.71,8,7.9,19.36,13.95,9,8.448,9.34,5.72,9,24.1465,137.79535,8.838,10.89,9,9,128.05,5.28,14.4,5,8,13,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,22,21,NULL,NULL,Blue,NA,NA,841,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34443,Bracers,Armor,Mail,Gronnstalker's Bracers,154,70,Epic,https://tbc.wowhead.com/item=34443,Hunter,38.795,85.099,71.25,194.48,14.94,9.992,98.016,82.132,10.52,15.08,237.7282,117.84285,23.126,19.37,10.76,13.32,60.94,62.9787,32,11.88,178.15,26.32,16,16,23,NULL,NULL,64,112,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,NA,NA,471,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34444,Bracers,Armor,Leather,Thunderheart Wristguards,154,70,Epic,https://tbc.wowhead.com/item=34444,Druid,51.845,68.606,57.24125,137.31,17.98,9.806,53.122,51.872,9.62,13.94,211.2369,107.998375,20.447,17.78,10.43,12.84,67.622,54.2873,28.7,11.34,140.74,24.76,39,13,28,28,NULL,NULL,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,NA,NA,281,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34445,Bracers,Armor,Leather,Thunderheart Bracers,154,70,Epic,https://tbc.wowhead.com/item=34445,Druid,21.71,8,7.9,19.36,53.15,25.114,8.448,9.34,48.75,38.36,24.1465,44.168275,55.92,36.11,28.1,30.2,35.25,5.3768,116.7,23.48,8,136,16,22,NULL,NULL,25,NULL,NULL,NULL,73,NULL,NULL,NULL,12,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,Blue,NA,NA,211,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34446,Bracers,Armor,Leather,Thunderheart Bands,154,70,Epic,https://tbc.wowhead.com/item=34446,Druid,21.01,8,7.9,19.36,26.95,72.7595,8.448,9.34,21.72,85.4,24.1465,39.514125,93.444,106.298,80.29,87.15,61.75,17.9948,77.35,86.23,15.88,97.29,15,23,NULL,NULL,NULL,NULL,NULL,39,NULL,NULL,13,NULL,21,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,Yellow,NA,NA,211,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34447,Bracers,Armor,Cloth,Bracers of the Tempest,154,70,Epic,https://tbc.wowhead.com/item=34447,Mage,22.13,8,7.9,19.36,25.58,78.5685,8.448,9.34,19.72,86.62,24.1465,32.773225,94.74,106.876,84.12,90.01,58.95,19.0596,59.45,89.67,16,97.41,18,17,NULL,NULL,14,NULL,NULL,39,NULL,NULL,11,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,NA,NA,113,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34448,Bracers,Armor,Leather,Slayer's Bracers,154,70,Epic,https://tbc.wowhead.com/item=34448,Rogue,40.05,76.787,70.12,219.62,6.62,9,95.833,88.094,5.72,9,241.6569,95.081025,8.838,10.89,9,10.76,50.19,80.3043,14.4,9,172.86,18,16,NULL,27,NULL,NULL,64,NULL,NULL,NULL,NULL,NULL,17,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,NA,NA,211,NA,NA,NA,NA,Sunwell Plateau,Kalegos/Eredar Twins,5,NA,NA
34602,Bracers,Armor,Leather,Eversong Cuffs,115,70,Epic,https://tbc.wowhead.com/item=34602,NA,18.39,8,7.9,19.36,35.06,11.89,8.448,9.34,31.73,21.7,24.1465,33.551875,36.448,21.49,12.7,15.46,28.85,8.088,78.7,12.6,16,79.4,12,20,NULL,NULL,15,NULL,NULL,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,NA,NA,159,NA,NA,NA,NA,Magisters' Terrace,Selin Fireheart,5,NA,NA
34697,Bracers,Armor,Cloth,Bindings of Raging Fire,115,70,Rare,https://tbc.wowhead.com/item=34697,NA,15.38,8,7.9,19.36,11.15,49.62,8.448,9.34,10.52,49.2,24.1465,21.31245,51.216,63.15,51.72,54.88,36,13.0312,36.2,54.81,15.88,59.12,9,10,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow,NA,NA,68,NA,NA,NA,NA,Magisters' Terrace,Selin Fireheart,5,NA,NA
34698,Bracers,Armor,Mail,Bracers of the Forest Stalker,115,70,Rare,https://tbc.wowhead.com/item=34698,NA,26.32,43.876,37.2025,106.38,11.35,9.62,53.508,46.9,8.72,12.8,134.5393,73.531625,17.768,16.19,10.1,10.6,39.07,31.3186,25.4,6.8,83.24,18.2,10,10,16,NULL,NULL,32,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Blue,NA,NA,285,NA,NA,NA,NA,Magisters' Terrace,Selin Fireheart,5,NA,NA
34705,Bracers,Armor,Cloth,Bracers of Divine Infusion,115,70,Rare,https://tbc.wowhead.com/item=34705,NA,19.58,8,7.9,19.36,25.64,9.744,8.448,9.34,25.24,16.46,24.1465,26.33365,22.844,17.25,11.42,14.18,26.2,8.0528,71.2,11.16,16,76.24,15,12,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,Red,NA,NA,68,NA,NA,NA,NA,Magisters' Terrace,Vexallus,5,NA,NA
34789,Bracers,Armor,Plate,Bracers of Slaughter,115,70,Rare,https://tbc.wowhead.com/item=34789,NA,27.69,43.56,36.94,70.68,6.79,9,22.848,21.112,5.72,9,101.0837,88.788925,8.838,10.89,9,10.76,50.206,32.4742,14.4,9.23,89.34,11.08,15,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow,NA,NA,509,NA,NA,NA,NA,Magisters' Terrace,Priestess Delrissa,5,NA,NA
